jugadorID;nombre;apellidos;nombreDeportivo;anyoNacimiento;mesNacimiento;diaNacimiento;paisNacimiento;estadoNacimiento;ciudadNacimiento;anyoFallecimiento;mesFallecimiento;diaFallecimiento;paisFallecimiento;estadoFallecimiento;ciudadFallecimiento;peso;altura;batear;lanzar;fechaDebut;fechaRetirada
lydysc01;Scott;Lydy;Donald Scott;1968;10;26;USA;AZ;Mesa;;;;;;;190;77;R;R;1993-05-18;1993-10-03
lyleji01;Jim;Lyle;James Charles;1900;7;24;USA;MS;Lake;1977;10;10;USA;PA;Williamsport;180;73;R;R;1925-10-02;1925-10-02
lylesjo01;Jordan;Lyles;Jordan Horton;1990;10;19;USA;SC;Hartsville;;;;;;;230;77;R;R;2011-05-31;2021-10-02
lylesp01;Sparky;Lyle;Albert Walter;1944;7;22;USA;PA;Du Bois;;;;;;;182;73;L;L;1967-07-04;1982-09-27
lynchad01;Adrian;Lynch;Adrian Ryan;1897;2;9;USA;IA;Laurens;1934;3;16;USA;IA;Davenport;185;73;B;R;1920-08-04;1920-10-02
lynchda01;Danny;Lynch;Matthew Daniel;1926;2;7;USA;TX;Dallas;1978;6;30;USA;TX;Plano;174;71;R;R;1948-09-14;1948-10-02
lynchda02;Daniel;Lynch;Daniel Aloysius;1996;11;17;USA;VA;Richmond;;;;;;;200;78;L;L;2021-05-03;2021-09-29
lynched01;Ed;Lynch;Edward Francis;1956;2;25;USA;NY;Brooklyn;;;;;;;230;78;R;R;1980-08-31;1987-10-01
lynchhe01;Henry;Lynch;Henry W.;1866;4;8;USA;MA;Worcester;1925;11;23;USA;MA;Worcester;143;67;B;;1893-09-21;1893-09-25
lynchja01;Jack;Lynch;John H.;1857;2;5;USA;NY;New York;1923;4;20;USA;NY;Bronx;185;68;R;R;1881-05-02;1890-04-19
lynchje01;Jerry;Lynch;Gerald Thomas;1930;7;17;USA;MI;Bay City;2012;4;1;USA;GA;Austell;185;73;L;R;1954-04-15;1966-10-02
lynchmi01;Mike;Lynch;Michael Joseph;1875;9;10;USA;MN;St. Paul;1947;4;1;USA;OR;Jennings Lodge;155;70;;R;1902-04-24;1902-05-05
lynchmi02;Mike;Lynch;Michael Joseph;1880;6;28;USA;MA;Holyoke;1927;4;2;USA;NY;Garrison;170;74;R;R;1904-06-21;1907-09-25
lynchto01;Tom;Lynch;Thomas James;1860;4;3;USA;VT;Bennington;1955;3;28;USA;NY;Cohoes;170;70;L;R;1884-08-18;1885-06-03
lynchto02;Thomas;Lynch;Thomas S.;1863;;;USA;IL;Peru;1903;5;13;USA;IL;Peru;175;71;L;;1884-08-05;1884-08-05
lynchwa01;Walt;Lynch;Walter Edward;1897;4;15;USA;NY;Buffalo;1976;12;21;USA;FL;Daytona Beach;176;72;R;R;1922-07-08;1922-07-17
lynnby01;Byrd;Lynn;Byrd;1889;3;13;USA;IL;Unionville;1940;2;5;USA;CA;Napa;165;71;R;R;1916-04-16;1920-10-01
lynnfr01;Fred;Lynn;Fredric Michael;1952;2;3;USA;IL;Chicago;;;;;;;185;73;L;L;1974-09-05;1990-10-03
lynnje01;Jerry;Lynn;Jerome Edward;1916;4;14;USA;PA;Scranton;1972;9;25;USA;PA;Scranton;164;70;R;R;1937-09-19;1937-09-19
lynnla01;Lance;Lynn;Michael Lance;1987;5;12;USA;IN;Indianapolis;;;;;;;270;77;B;R;2011-06-02;2021-10-01
lynnre01;Red;Lynn;Japhet Monroe;1913;12;27;USA;TX;Kenney;1977;10;27;USA;TX;Bellville;162;72;R;R;1939-04-25;1944-10-01
lyonbr01;Brandon;Lyon;Brandon James;1979;8;10;USA;UT;Salt Lake City;;;;;;;200;73;R;R;2001-08-04;2013-07-04
lyonru01;Russ;Lyon;Russell Mayo;1913;6;26;USA;GA;Ball Ground;1975;12;24;USA;SC;Calhoun Falls;230;73;R;R;1944-04-21;1944-05-27
lyonsal01;Al;Lyons;Albert Harold;1918;7;18;USA;MO;St. Joseph;1965;12;20;USA;CA;Inglewood;195;74;R;R;1944-04-19;1948-10-03
lyonsba01;Barry;Lyons;Barry Stephen;1960;6;3;USA;MS;Biloxi;;;;;;;205;73;R;R;1986-04-19;1995-10-01
lyonsbi01;Bill;Lyons;William Allen;1958;4;26;USA;IL;Alton;;;;;;;175;73;R;R;1983-07-20;1984-09-30
lyonscu01;Curt;Lyons;Curt Russell;1974;10;17;USA;IN;Greencastle;;;;;;;230;77;R;R;1996-09-19;1996-09-29
lyonsde01;Denny;Lyons;Dennis Patrick Aloysius;1866;3;12;USA;OH;Cincinnati;1929;1;2;USA;KY;Covington;185;70;R;R;1885-09-18;1897-07-23
lyonsed01;Ed;Lyons;Edward Hoyte;1923;5;12;USA;NC;Winston-Salem;2009;1;25;USA;NC;Winston-Salem;165;69;R;R;1947-09-15;1947-09-28
lyonsge01;Tony;Lyons;George Tony;1891;1;25;USA;IL;Bible Grove;1981;8;12;USA;MO;Nevada;180;71;R;R;1920-09-06;1924-09-23
lyonsha01;Harry;Lyons;Harry Pratt;1866;3;25;USA;PA;Chester;1912;6;29;USA;NJ;Mauricetown;157;70;R;R;1887-08-29;1893-07-04
lyonshe01;Hersh;Lyons;Herschel Englebert;1915;7;23;USA;CA;Fresno;2008;4;8;USA;CA;Inglewood;195;71;R;R;1941-04-17;1941-04-17
lyonspa01;Pat;Lyons;Patrick Jerry;1860;3;;CAN;ON;Belleville;1914;1;20;USA;OH;Springfield;155;67;R;R;1890-07-21;1890-08-05
lyonsst01;Steve;Lyons;Stephen John;1960;6;3;USA;WA;Tacoma;;;;;;;190;75;L;R;1985-04-15;1993-10-03
lyonste01;Ted;Lyons;Theodore Amar;1900;12;28;USA;LA;Lake Charles;1986;7;25;USA;LA;Sulphur;200;71;B;R;1923-07-02;1946-05-19
lyonste02;Terry;Lyons;Terry Hilbert;1908;12;14;USA;OH;New Holland;1959;9;9;USA;OH;Dayton;165;72;R;R;1929-04-19;1929-04-19
lyonsto01;Toby;Lyons;Thomas Arthur;1869;3;27;USA;MA;Cambridge;1920;8;27;USA;MA;Boston;;;;;1890-04-18;1890-05-02
lyonsty01;Tyler;Lyons;Tyler William;1988;2;21;USA;TX;Lubbock;;;;;;;210;74;L;L;2013-05-22;2020-09-23
lysanri01;Rick;Lysander;Richard Eugene;1953;2;21;USA;CA;Huntington Park;;;;;;;190;74;R;R;1980-04-12;1985-10-01
lystobi01;John;Lyston;John Michael;1867;5;28;USA;MD;Baltimore;1909;10;29;USA;MD;Baltimore;185;71;R;R;1891-08-29;1894-06-15
lytleda01;Dad;Lytle;Edward Benson;1862;3;10;USA;WI;Racine;1950;12;21;USA;CA;Long Beach;160;71;R;R;1890-08-11;1890-08-28
lyttlji01;Jim;Lyttle;James Lawrence;1946;5;20;USA;OH;Hamilton;;;;;;;180;72;L;R;1969-05-17;1976-10-03
maasdu01;Duke;Maas;Duane Frederick;1929;1;31;USA;MI;Utica;1976;12;7;USA;MI;Mount Clemens;170;70;R;R;1955-04-21;1961-04-23
maaske01;Kevin;Maas;Kevin Christian;1965;1;20;USA;CA;Castro Valley;;;;;;;195;75;L;L;1990-06-29;1995-06-20
mabebo01;Bob;Mabe;Robert Lee;1929;10;8;USA;VA;Danville;2005;1;9;USA;VA;Danville;165;71;R;R;1958-04-18;1960-05-05
mabeuch01;Chris;Mabeus;Christopher Eugene;1979;2;11;USA;IL;Peoria;;;;;;;233;75;R;R;2006-05-29;2006-05-29
mabryjo01;John;Mabry;John Steven;1970;10;17;USA;DE;Wilmington;;;;;;;195;76;L;R;1994-04-23;2007-05-17
macarma01;Mac;MacArthur;Malcolm M.;1862;1;19;United Kingdom;Glasgow;Glasgow;1932;10;18;USA;MI;Detroit;164;69;;R;1884-05-02;1884-06-09
maccofr01;Frank;MacCormack;Frank Louis;1954;9;21;USA;NJ;Jersey City;;;;;;;210;76;R;R;1976-06-14;1977-05-03
macdobi01;Bill;Macdonald;William Paul;1929;3;28;USA;CA;Alameda;1991;5;4;USA;CA;Shasta Lake;170;70;R;R;1950-05-06;1953-05-24
macdobo01;Bob;Macdonald;Robert Joseph;1965;4;27;USA;NJ;East Orange;;;;;;;200;75;L;L;1990-08-14;1996-06-07
macdoha01;Harvey;MacDonald;Harvey Forsyth;1898;5;18;USA;NY;New York;1965;10;4;USA;PA;Manoa;170;71;L;L;1928-06-12;1928-07-19
macdomi01;Mike;MacDougal;Robert Meiklejohn;1977;3;5;USA;NV;Las Vegas;;;;;;;180;76;B;R;2001-09-22;2012-04-30
maceji01;Harry;Mace;Harry Francis;1866;8;;USA;DC;Washington;1930;4;26;USA;VA;Norfolk;185;71;;R;1891-05-05;1891-05-13
macey01;;Macey;;;;;USA;OH;Columbus;;;;;;;;;;;1890-10-02;1890-10-02
macfada01;Danny;MacFayden;Daniel Knowles;1905;6;10;USA;MA;North Truro;1972;8;26;USA;ME;Brunswick;170;71;R;R;1926-08-25;1943-09-13
macfami01;Mike;Macfarlane;Michael Andrew;1964;4;12;USA;CA;Stockton;;;;;;;200;73;R;R;1987-07-23;1999-10-03
macgaed01;Ed;MacGamwell;Edward M.;1878;1;10;USA;NY;Buffalo;1924;5;26;USA;NY;Albany;175;73;L;L;1905-04-14;1905-04-18
machaal01;Alejandro;Machado;Alejandro Jose;1982;4;26;Venezuela;Distrito Federal;Caracas;;;;;;;185;72;B;R;2005-09-02;2005-10-02
machaan01;Anderson;Machado;Anderson Javier;1981;1;25;Venezuela;Distrito Federal;Caracas;;;;;;;189;72;B;R;2003-09-27;2005-07-28
machaan02;Andres;Machado;Andres Eduardo;1993;4;22;Venezuela;Carabobo;Urama;;;;;;;220;72;R;R;2017-09-02;2021-10-03
machadi01;Dixon;Machado;Dixon Javier;1992;2;22;Venezuela;Tachira;San Cristobal;;;;;;;190;73;R;R;2015-05-25;2018-06-29
machaju01;Julio;Machado;Julio Segundo;1965;12;1;Venezuela;Zulia;San Carlos del Zulia;;;;;;;165;69;R;R;1989-09-07;1991-10-06
machake01;Ken;Macha;Kenneth Edward;1950;9;29;USA;PA;Monroeville;;;;;;;215;74;R;R;1974-09-14;1981-09-30
machama01;Manny;Machado;Manuel Arturo;1992;7;6;USA;FL;Hialeah;;;;;;;218;75;R;R;2012-08-09;2021-10-03
machami01;Mike;Macha;Michael William;1954;2;17;USA;TX;Victoria;;;;;;;180;71;R;R;1979-04-20;1980-05-26
macharo01;Robert;Machado;Robert Alexis;1973;6;3;Venezuela;Carabobo;Puerto Cabello;;;;;;;205;73;R;R;1996-07-24;2004-09-18
machech01;Chuck;Machemehl;Charles Walter;1946;4;20;USA;TX;Brenham;;;;;;;200;76;R;R;1971-04-06;1971-05-07
macheda01;Dave;Machemer;David Ritchie;1951;5;24;USA;MI;St. Joseph;;;;;;;180;71;R;R;1978-06-21;1979-07-02
machije01;Jean;Machi;Jean Manuel;1982;2;1;Venezuela;Anzoategui;El Tigre;;;;;;;257;71;R;R;2012-09-03;2017-05-12
machivi01;Vimael;Machin;Vimael;1993;9;25;P.R.;;Humacao;;;;;;;185;71;L;R;2020-07-26;2021-09-27
maciadr01;Drew;Macias;Andres Apolonio;1983;3;7;USA;CA;Fontana;;;;;;;175;75;L;L;2007-09-29;2009-10-04
maciajo01;Jose;Macias;Jose Prado;1972;1;25;Panama;Panama;Panama;;;;;;;173;70;B;R;1999-05-12;2005-10-02
mackape01;Pete;Mackanin;Peter;1951;8;1;USA;IL;Chicago;;;;;;;190;74;R;R;1973-07-03;1981-10-03
mackbi01;Bill;Mack;William Francis;1885;2;12;USA;NY;Elmira;1971;9;30;USA;NY;Elmira;155;73;L;L;1908-07-14;1908-07-21
mackco01;Connie;Mack;Cornelius Alexander;1862;12;22;USA;MA;East Brookfield;1956;2;8;USA;PA;Philadelphia;150;73;R;R;1886-09-11;1896-08-29
mackde01;Denny;Mack;Dennis Joseph;1850;3;14;USA;PA;Mauch Chunk;1888;4;10;USA;PA;Wilkes-Barre;164;67;R;R;1871-05-06;1883-09-27
mackea01;Earle;Mack;Earle Thaddeus;1890;2;1;USA;MA;Spencer;1967;2;4;USA;PA;Upper Darby;140;68;L;R;1910-10-05;1914-10-01
mackebi99;Biz;Mackey;James Raleigh;1897;7;27;USA;TX;Caldwell County;1965;9;22;USA;CA;Los Angeles;235;73;B;R;;
mackeer01;Eric;MacKenzie;Eric Hugh;1932;8;29;CAN;AB;Glendon;;;;;;;185;72;L;R;1955-04-23;1955-04-23
mackego01;Gordon;MacKenzie;Henry Gordon;1937;7;9;USA;FL;St. Petersburg;2014;8;12;USA;FL;St. Petersburg;175;71;R;R;1961-08-13;1961-09-16
mackeke01;Ken;MacKenzie;Kenneth Purvis;1934;3;10;CAN;ON;Gore Bay;;;;;;;185;72;R;L;1960-05-02;1965-08-04
mackfr01;Frank;Mack;Frank George;1900;2;2;USA;OK;Oklahoma City;1971;7;2;USA;FL;Clearwater;180;73;R;R;1922-08-16;1925-06-15
mackife01;Felix;Mackiewicz;Felix Thaddeus;1917;11;20;USA;IL;Chicago;1993;12;20;USA;MO;Olivette;195;74;R;R;1941-09-07;1947-05-20
mackijo01;John;Mackinson;John Joseph;1923;10;29;USA;NJ;Orange;1989;10;17;USA;CA;Reseda;160;70;R;R;1953-04-16;1955-09-19
mackjo01;Joe;Mack;Joseph John;1912;1;4;USA;IL;Chicago;1998;12;19;USA;GA;Atlanta;185;71;B;L;1945-04-17;1945-07-04
mackoro01;Rob;Mackowiak;Robert William;1976;6;20;USA;IL;Oak Lawn;;;;;;;166;70;L;R;2001-05-19;2008-06-05
mackost01;Steve;Macko;Steven Joseph;1954;9;6;USA;IA;Burlington;1981;11;15;USA;TX;Arlington;160;70;L;R;1979-08-18;1980-08-06
mackqu01;Quinn;Mack;Quinn David;1965;9;11;USA;CA;Los Angeles;;;;;;;185;70;L;L;1994-06-16;1994-06-21
mackra01;Ray;Mack;Raymond James;1916;8;31;USA;OH;Cleveland;1969;5;7;USA;OH;Bucyrus;200;72;R;R;1938-09-09;1947-09-28
mackre01;Reddy;Mack;Joseph;1866;5;2;Ireland;;;1916;12;30;USA;KY;Newport;182;68;R;;1885-09-16;1890-09-30
macksh01;Shane;Mack;Shane Lee;1963;12;7;USA;CA;Los Angeles;;;;;;;185;72;R;R;1987-05-25;1998-07-30
mackto01;Tony;Mack;Tony Lynn;1961;4;30;USA;KY;Lexington;;;;;;;177;70;R;R;1985-07-27;1985-07-27
maclaev01;Evan;MacLane;Evan Alan;1982;11;4;USA;CA;Chico;;;;;;;185;74;L;L;2010-07-07;2010-07-18
maclebi01;Billy;MacLeod;William Daniel;1942;5;13;USA;MA;Gloucester;2018;12;12;USA;MA;Marblehead;190;74;L;L;1962-09-13;1962-09-22
maclilo01;Lonnie;Maclin;Lonnie Lee;1967;2;17;USA;MO;St. Louis;;;;;;;185;72;L;L;1993-09-07;1993-10-03
maconma01;Max;Macon;Max Cullen;1915;10;14;USA;FL;Pensacola;1989;8;5;USA;FL;Jupiter;175;75;L;L;1938-04-21;1947-04-17
macphha01;Harry;MacPherson;Harry William;1926;7;10;USA;MA;North Andover;2017;2;19;USA;FL;Englewood;150;70;R;R;1944-08-14;1944-08-14
macphla99;Larry;MacPhail;Leland Stanford;1890;2;3;USA;MI;Cass City;1975;10;1;USA;FL;Miami;;;;;;
macphle99;Lee;MacPhail;Leland Stanford;1917;10;25;USA;TN;Nashville;2012;11;8;USA;FL;Delray Beach;;;;;;
macphwa01;Waddy;MacPhee;Walter Scott;1899;12;23;USA;NY;Brooklyn;1980;1;20;USA;NC;Charlotte;140;68;R;R;1922-09-27;1922-09-30
macrasc01;Scott;MacRae;Scott Patrick;1974;8;13;USA;MI;Dearborn;;;;;;;205;75;R;R;2001-07-24;2001-10-06
macrima01;Matt;Macri;Matthew Michael;1982;5;29;USA;IA;Des Moines;;;;;;;215;74;R;R;2008-05-24;2008-09-19
maculji01;Jimmy;Macullar;James F.;1855;1;16;USA;MA;Boston;1924;4;8;USA;MD;Baltimore;155;66;R;L;1879-05-05;1886-10-14
macwhke01;Keith;MacWhorter;Keith;1955;12;30;USA;MA;Worcester;;;;;;;190;76;R;R;1980-05-10;1980-10-05
maddebu01;Bunny;Madden;Thomas Francis;1882;9;14;USA;MA;Boston;1954;1;20;USA;MA;Cambridge;190;70;R;R;1909-06-03;1911-09-21
maddecl01;Clarence;Maddern;Clarence James;1921;9;26;USA;AZ;Lowell;1986;8;9;USA;AZ;Tucson;185;73;R;R;1946-09-17;1951-09-25
maddefr01;Frank;Madden;Francis A.;1892;10;17;USA;PA;Pittsburgh;1952;4;30;USA;PA;Pittsburgh;;68;;;1914-07-04;1914-08-05
maddege01;Gene;Madden;Eugene;1890;6;5;USA;WV;Elm Grove;1949;4;6;USA;NY;Utica;155;70;L;R;1916-04-20;1916-04-20
maddeki01;Kid;Madden;Michael Joseph;1867;10;2;USA;ME;Portland;1896;3;16;USA;ME;Portland;130;67;L;L;1887-05-06;1891-10-06
maddele01;Len;Madden;Leonard Joseph;1890;7;2;USA;OH;Toledo;1949;9;9;USA;OH;Toledo;165;74;L;L;1912-08-31;1912-09-19
maddemi01;Mike;Madden;Michael Anthony;1957;1;13;USA;CO;Denver;;;;;;;190;73;L;L;1983-04-05;1986-06-11
maddemo01;Morris;Madden;Morris DeWayne;1960;8;31;USA;SC;Laurens;;;;;;;155;72;L;L;1987-06-11;1989-06-23
maddeto01;Tommy;Madden;Thomas Joseph;1883;7;31;USA;PA;Philadelphia;1930;7;26;USA;PA;Philadelphia;160;71;L;L;1906-09-10;1910-04-15
maddoau01;Austin;Maddox;Austin Dean;1991;5;13;USA;FL;Jacksonville;;;;;;;220;74;R;R;2017-06-17;2017-09-28
maddoel01;Elliott;Maddox;Elliott;1947;12;21;USA;NJ;East Orange;;;;;;;180;71;R;R;1970-04-07;1980-10-01
maddoga01;Garry;Maddox;Garry Lee;1949;9;1;USA;OH;Cincinnati;;;;;;;175;75;R;R;1972-04-25;1986-04-20
maddoje01;Jerry;Maddox;Jerry Glenn;1953;7;28;USA;CA;Whittier;;;;;;;200;74;R;R;1978-06-03;1978-06-16
maddojo99;Joe;Maddon;Joseph John;1954;2;8;USA;PA;Hazleton;;;;;;;190;71;R;R;;
maddoni01;Nick;Maddox;Nicholas;1886;11;9;USA;MD;Govanstown;1954;11;27;USA;PA;Pittsburgh;175;72;L;R;1907-09-13;1910-09-12
maddugr01;Greg;Maddux;Gregory Alan;1966;4;14;USA;TX;San Angelo;;;;;;;170;72;R;R;1986-09-03;2008-09-27
maddumi01;Mike;Maddux;Michael Ausley;1961;8;27;USA;OH;Dayton;;;;;;;180;74;L;R;1986-06-03;2000-07-04
maderlu01;Luis;Madero;Luis Alejandro;1997;4;15;Venezuela;Aragua;Maracay;;;;;;;195;73;R;R;2021-05-10;2021-09-30
madigto01;William;Madigan;William J.;1868;7;18;USA;DC;Washington;1954;12;4;USA;DC;Washington;126;65;;R;1886-07-10;1886-09-04
madisar01;Art;Madison;Arthur M.;1871;1;14;USA;MA;Clarksburg;1933;1;27;USA;MA;North Adams;165;69;R;R;1895-09-09;1899-08-22
madisda01;Dave;Madison;David Pledger;1921;2;1;USA;MS;Brooksville;1985;12;8;USA;MS;Macon;190;75;R;R;1950-09-26;1953-08-20
madissc01;Scotti;Madison;Charles Scott;1959;9;12;USA;FL;Pensacola;;;;;;;185;71;B;R;1985-07-06;1989-10-01
madjeed01;Ed;Madjeski;Edward William;1908;7;20;USA;NY;Far Rockaway;1994;11;11;USA;OH;Montgomery;178;71;R;R;1932-05-02;1937-10-03
madlobi01;Bill;Madlock;Bill;1951;1;12;USA;TN;Memphis;;;;;;;180;71;R;R;1973-09-07;1987-10-04
madrial01;Alex;Madrid;Alexander;1963;4;18;USA;AZ;Springerville;;;;;;;200;75;R;R;1987-07-20;1989-05-30
madribo01;Bobby;Madritsch;Robert Allen;1976;2;28;USA;IL;Oak Lawn;;;;;;;190;74;L;L;2004-07-21;2005-04-06
madrini01;Nick;Madrigal;Nicklaus Michael;1997;3;5;USA;CA;Sacramento;;;;;;;175;68;R;R;2020-07-31;2021-06-09
madrisa01;Sal;Madrid;Salvador;1920;6;9;USA;TX;El Paso;1977;2;24;USA;IN;Fort Wayne;165;69;R;R;1947-09-17;1947-09-28
madriwa01;Warner;Madrigal;Warner Antonio;1984;3;21;D.R.;San Pedro de Macoris;San Pedro de Macoris;;;;;;;235;73;R;R;2008-07-02;2009-09-24
madsory01;Ryan;Madson;Ryan Michael;1980;8;28;USA;CA;Long Beach;;;;;;;234;78;L;R;2003-09-27;2018-09-29
madurca01;Calvin;Maduro;Calvin Gregory;1974;9;5;Aruba;;Santa Cruz;;;;;;;175;72;R;R;1996-09-08;2002-06-04
maedake01;Kenta;Maeda;Kenta;1988;4;11;Japan;Osaka;Senboku-gun;;;;;;;185;73;R;R;2016-04-06;2021-08-21
maesthe01;Hector;Maestri;Hector Anibal;1935;4;19;Cuba;La Habana;La Habana;2014;2;21;USA;FL;Miami;170;70;R;R;1960-09-24;1961-09-17
magadda01;Dave;Magadan;David Joseph;1962;9;30;USA;FL;Tampa;;;;;;;190;75;L;R;1986-09-07;2001-09-26
magalev01;Ever;Magallanes;Everardo;1965;11;6;Mexico;Chihuahua;El Sauz;;;;;;;165;70;L;R;1991-05-17;1991-05-22
mageebi01;Bill;Magee;William J.;1875;7;6;CAN;NB;;;;;;;;154;70;R;R;1897-05-18;1902-06-07
mageele01;Lee;Magee;Leo Christopher;1889;6;4;USA;OH;Cincinnati;1966;3;14;USA;OH;Columbus;165;71;B;R;1911-07-04;1919-09-28
mageesh01;Sherry;Magee;Sherwood Robert;1884;8;6;USA;PA;Clarendon;1929;3;13;USA;PA;Philadelphia;179;71;R;R;1904-06-29;1919-09-27
mageewe01;Wendell;Magee;Wendell Errol;1972;8;3;USA;MS;Hattiesburg;;;;;;;225;72;R;R;1996-08-16;2002-09-01
maggeha01;Harl;Maggert;Harl Vestin;1883;2;13;USA;IN;Cromwell;1963;1;7;USA;CA;Fresno;155;68;L;R;1907-09-04;1912-10-03
maggeha02;Harl;Maggert;Harl Warren;1914;5;4;USA;CA;Los Angeles;1986;7;10;USA;CA;Citrus Heights;190;72;R;R;1938-04-19;1938-10-01
magilma01;Matt;Magill;Matthew W.;1989;11;10;USA;CA;Simi Valley;;;;;;;210;75;R;R;2013-04-27;2020-08-27
maglisa01;Sal;Maglie;Salvatore Anthony;1917;4;26;USA;NY;Niagara Falls;1992;12;28;USA;NY;Niagara Falls;180;74;R;R;1945-08-09;1958-08-31
magnami01;Mike;Magnante;Michael Anthony;1965;6;17;USA;CA;Glendale;;;;;;;180;73;L;L;1991-04-22;2002-07-29
magnejo01;John;Magner;John T.;1855;;;;;;;;;;;;170;67;;;1879-07-14;1879-07-14
magnest01;Stubby;Magner;Edmund Burke;1888;2;10;USA;MI;Kalamazoo;1956;9;6;USA;OH;Chillicothe;135;63;R;R;1911-07-12;1911-09-30
magnida01;Damien;Magnifico;Damien Jack;1991;5;24;USA;TX;Dallas;;;;;;;205;73;R;R;2016-08-16;2017-06-03
magnuji01;Jim;Magnuson;James Robert;1946;8;18;USA;WI;Marinette;1991;5;30;USA;WI;Green Bay;190;74;R;L;1970-06-28;1973-05-27
magnutr01;Trystan;Magnuson;Trystan Stewart Gwyn;1985;6;6;CAN;BC;Vancouver;;;;;;;220;79;L;R;2011-05-17;2011-08-15
magooge01;George;Magoon;George Henry;1875;3;27;USA;ME;St. Albans;1943;12;6;USA;NH;Rochester;160;70;R;R;1898-06-29;1903-09-28
magrajo01;Joe;Magrane;Joseph David;1964;7;2;USA;IA;Des Moines;;;;;;;225;78;R;L;1987-04-25;1996-06-21
magrato01;Tom;Magrann;Thomas Joseph;1963;12;9;USA;FL;Hollywood;;;;;;;177;75;R;R;1989-09-07;1989-10-01
magripe01;Pete;Magrini;Peter Alexander;1942;6;8;USA;CA;San Francisco;;;;;;;195;72;R;R;1966-04-13;1966-05-09
magruch01;Chris;Magruder;Christopher James;1977;4;26;USA;WA;Tacoma;;;;;;;200;71;B;R;2001-09-04;2005-09-28
maguifr01;Freddie;Maguire;Frederick Edward;1899;5;10;USA;MA;Roxbury;1961;11;3;USA;MA;Boston;155;71;R;R;1922-09-22;1931-09-27
maguija01;Jack;Maguire;Jack;1925;2;5;USA;MO;St. Louis;2001;9;28;USA;TX;Kerrville;165;71;R;R;1950-04-18;1951-09-09
mahadji01;Jim;Mahady;James Bernard;1902;4;22;USA;NY;Cortland;1936;8;9;USA;NY;Cortland;170;71;R;R;1921-10-02;1921-10-02
mahafar01;Art;Mahaffey;Arthur;1938;6;4;USA;OH;Cincinnati;;;;;;;185;73;R;R;1960-07-30;1966-07-17
mahaflo01;Lou;Mahaffey;Louis Wood;1874;1;3;USA;KY;Dayton;1949;10;26;USA;CA;Torrance;170;69;R;R;1898-04-26;1898-04-26
mahafro01;Roy;Mahaffey;Lee Roy;1904;2;9;USA;SC;Belton;1969;7;23;USA;SC;Anderson;180;72;R;R;1926-08-31;1936-07-28
mahanar01;Art;Mahan;Arthur Leo;1913;6;8;USA;MA;Somerville;2010;12;7;USA;PA;Rydal;178;71;L;L;1940-04-30;1940-09-29
maharbi01;Billy;Maharg;William Joseph;1881;3;19;USA;PA;Philadelphia;1953;11;20;USA;PA;Philadelphia;155;64;R;R;1912-05-18;1916-10-05
maharfr01;Frank;Mahar;Frank Edward;1878;12;4;USA;MA;Natick;1961;12;5;USA;MA;Somerville;;70;;R;1902-08-29;1902-08-29
maharke01;Kevin;Mahar;Kevin Eric;1981;6;8;USA;MI;Pontiac;;;;;;;210;77;R;R;2007-05-16;2007-05-22
mahayro01;Ron;Mahay;Ronald Matthew;1971;6;28;USA;IL;Crestwood;;;;;;;200;74;L;L;1995-05-21;2010-08-21
maherto01;Tom;Maher;Thomas Francis;1875;10;3;USA;NY;;1947;12;7;USA;NJ;Burlington;;;;;1902-04-24;1902-04-26
mahlbgr01;Greg;Mahlberg;Gregory John;1952;8;8;USA;WI;Milwaukee;;;;;;;180;70;R;R;1978-09-24;1979-09-30
mahlegr01;Greg;Mahle;Gregory Norman;1993;4;17;USA;CA;Los Alamitos;;;;;;;230;74;L;L;2016-04-13;2016-06-08
mahlemi01;Mickey;Mahler;Michael James;1952;7;30;USA;AL;Montgomery;;;;;;;189;75;B;L;1977-09-13;1986-09-28
mahleri01;Rick;Mahler;Richard Keith;1953;8;5;USA;TX;Austin;2005;3;2;USA;FL;Jupiter;195;73;R;R;1979-04-20;1991-08-06
mahlety01;Tyler;Mahle;Tyler Fermin;1994;9;29;USA;CA;Newport Beach;;;;;;;210;75;R;R;2017-08-27;2021-10-02
maholpa01;Paul;Maholm;Paul Gurner;1982;6;25;USA;MS;Greenwood;;;;;;;245;74;L;L;2005-08-30;2014-08-01
mahompa01;Pat;Mahomes;Patrick Lavon;1970;8;9;USA;TX;Bryan;;;;;;;175;73;R;R;1992-04-12;2003-08-26
mahonal01;Al;Mahon;Alfred Gwinn;1909;9;23;USA;NE;Albion;1977;12;26;USA;CT;New Haven;160;71;L;L;1930-04-22;1930-05-11
mahonbo01;Bob;Mahoney;Robert Paul;1928;6;20;USA;MN;Le Roy;2000;8;27;USA;NE;Lincoln;185;73;R;R;1951-05-03;1952-06-14
mahonch01;Chris;Mahoney;Christopher John;1885;6;11;USA;MA;Milton;1954;7;15;USA;CA;Visalia;160;69;R;R;1910-07-12;1910-10-08
mahonda01;Dan;Mahoney;Daniel J.;1864;3;20;USA;MA;Springfield;1904;1;31;USA;MA;Springfield;165;69;R;R;1892-08-20;1895-07-30
mahonda02;Danny;Mahoney;Daniel Joseph;1888;9;6;USA;MA;Haverhill;1960;9;28;USA;NY;Utica;145;66;R;R;1911-05-15;1911-05-15
